20180826,荔湾,中山八,东浚荔景苑,41945元/m2,15套在售二手房
20180826,荔湾,中山八,富力广场D区,47984元/m2,6套在售二手房
20180826,荔湾,中山八,富力广场A区,37551元/m2,3套在售二手房
20180826,荔湾,中山八,富力广场T区,48965元/m2,4套在售二手房
20180826,荔湾,中山八,富力广场B区,50455元/m2,0套在售二手房
20180826,荔湾,中山八,中山八路,29682元/m2,6套在售二手房
20180826,荔湾,中山八,富力广场S区,47932元/m2,7套在售二手房
20180826,荔湾,中山八,荔泰居,26043元/m2,1套在售二手房
20180826,荔湾,中山八,中信苑,31355元/m2,1套在售二手房
20180826,荔湾,中山八,周门小区党恩新街,26632元/m2,0套在售二手房
20180826,荔湾,中山八,隆城大厦,39392元/m2,4套在售二手房
20180826,荔湾,中山八,富力广场北区,49459元/m2,0套在售二手房
20180826,荔湾,中山八,林业厅宿舍,37709元/m2,1套在售二手房
20180826,荔湾,中山八,荔湾路荔溪南约新街,33495元/m2,1套在售二手房
20180826,荔湾,中山八,中山八路泮塘,暂无,0套在售二手房
20180826,荔湾,中山八,荔湖居,10710元/m2,0套在售二手房
20180826,荔湾,中山八,龙津西路恩洲北横街,30559元/m2,1套在售二手房
20180826,荔湾,中山八,中山八路新虹街,30214元/m2,0套在售二手房
20180826,荔湾,中山八,中山八路仁威庙,暂无,0套在售二手房
20180826,荔湾,中山八,中山八路新都里,暂无,0套在售二手房
