20180826,南山区,前海,诺德假日花园,88305元/m2,29套在售二手房
20180826,南山区,前海,中海阳光玫瑰园,81517元/m2,13套在售二手房
20180826,南山区,前海,阳光花地苑,73658元/m2,8套在售二手房
20180826,南山区,前海,绿海名都,69739元/m2,12套在售二手房
20180826,南山区,前海,阳光棕榈园三期,71244元/m2,14套在售二手房
20180826,南山区,前海,鼎太风华七期,77284元/m2,19套在售二手房
20180826,南山区,前海,星海名城五期,72853元/m2,18套在售二手房
20180826,南山区,前海,新德家园,74270元/m2,19套在售二手房
20180826,南山区,前海,万豪御景苑,77985元/m2,10套在售二手房
20180826,南山区,前海,阳光棕榈园一期,67834元/m2,15套在售二手房
20180826,南山区,前海,雷圳碧榕湾,76600元/m2,16套在售二手房
20180826,南山区,前海,阳光棕榈园二期,71687元/m2,5套在售二手房
20180826,南山区,前海,佳兆业前海广场一期,78090元/m2,8套在售二手房
20180826,南山区,前海,瑞景华庭,59476元/m2,11套在售二手房
20180826,南山区,前海,心语家园,65079元/m2,7套在售二手房
20180826,南山区,前海,前海花园,66961元/m2,1套在售二手房
20180826,南山区,前海,前海花园三期,64511元/m2,8套在售二手房
20180826,南山区,前海,心语雅园,65700元/m2,11套在售二手房
20180826,南山区,前海,恒立心海湾花园,88292元/m2,12套在售二手房
20180826,南山区,前海,鼎太风华六期,85279元/m2,11套在售二手房
20180826,南山区,前海,椰风海岸,72076元/m2,1套在售二手房
20180826,南山区,前海,鼎太风华二期,87649元/m2,8套在售二手房
20180826,南山区,前海,鼎太风华四期,85480元/m2,10套在售二手房
20180826,南山区,前海,前海明珠,58623元/m2,12套在售二手房
20180826,南山区,前海,东方银座公馆,73276元/m2,15套在售二手房
20180826,南山区,前海,鼎太风华一期,82551元/m2,9套在售二手房
20180826,南山区,前海,星海名城三期,73101元/m2,13套在售二手房
20180826,南山区,前海,天朗风清,73543元/m2,4套在售二手房
20180826,南山区,前海,泛海拉菲花园,79862元/m2,6套在售二手房
20180826,南山区,前海,山海翠庐,88564元/m2,2套在售二手房
20180826,南山区,前海,深物业前海港湾花园,72726元/m2,10套在售二手房
20180826,南山区,前海,香格名苑,77650元/m2,9套在售二手房
20180826,南山区,前海,太子山庄,68326元/m2,5套在售二手房
20180826,南山区,前海,泛海拉菲花园二期,71141元/m2,3套在售二手房
20180826,南山区,前海,鼎太风华五期,88887元/m2,1套在售二手房
20180826,南山区,前海,港湾生活小区,53438元/m2,11套在售二手房
20180826,南山区,前海,泛海城市广场,66951元/m2,7套在售二手房
20180826,南山区,前海,星海名城六期,76159元/m2,17套在售二手房
20180826,南山区,前海,月亮湾花园,49159元/m2,11套在售二手房
20180826,南山区,前海,前海时代广场,97914元/m2,14套在售二手房
20180826,南山区,前海,鼎太风华三期,88070元/m2,2套在售二手房
20180826,南山区,前海,铭筑,104804元/m2,4套在售二手房
20180826,南山区,前海,汉京确悦,81628元/m2,0套在售二手房
20180826,南山区,前海,星海名城二期八组团,65724元/m2,15套在售二手房
20180826,南山区,前海,光彩山居岁月,71223元/m2,3套在售二手房
20180826,南山区,前海,港湾丽都,70131元/m2,8套在售二手房
20180826,南山区,前海,丽湾国际公寓,48421元/m2,5套在售二手房
20180826,南山区,前海,星海名城二期七组团,61997元/m2,14套在售二手房
20180826,南山区,前海,山语海,77645元/m2,9套在售二手房
20180826,南山区,前海,前海时代CEO公馆,113525元/m2,0套在售二手房
20180826,南山区,前海,前海康城华府,93827元/m2,3套在售二手房
20180826,南山区,前海,前海丹华,67119元/m2,6套在售二手房
20180826,南山区,前海,山水情家园,68817元/m2,6套在售二手房
20180826,南山区,前海,丰泽园,56177元/m2,1套在售二手房
20180826,南山区,前海,星海名城一期一组团,97801元/m2,2套在售二手房
20180826,南山区,前海,汉京九榕台,127799元/m2,10套在售二手房
20180826,南山区,前海,星海名城一期四组团,66259元/m2,5套在售二手房
20180826,南山区,前海,御海新苑,61795元/m2,3套在售二手房
20180826,南山区,前海,星海名城一期三组团,68971元/m2,3套在售二手房
20180826,南山区,前海,云栖西岸,85740元/m2,2套在售二手房
20180826,南山区,前海,星海名城一期六组团,71755元/m2,5套在售二手房
20180826,南山区,前海,星海名城一期五组团,73185元/m2,2套在售二手房
20180826,南山区,前海,星海名城一期二组团,66465元/m2,4套在售二手房
20180826,南山区,前海,观峰阁,61807元/m2,1套在售二手房
20180826,南山区,前海,德尚世家,117444元/m2,1套在售二手房
20180826,南山区,前海,荔庭园二期,63084元/m2,2套在售二手房
20180826,南山区,前海,紫园,129813元/m2,2套在售二手房
20180826,南山区,前海,南山花园,77364元/m2,4套在售二手房
20180826,南山区,前海,月亮湾山庄,59173元/m2,1套在售二手房
20180826,南山区,前海,万豪掬月半山,77986元/m2,7套在售二手房
20180826,南山区,前海,西部城建桂珠苑,53257元/m2,1套在售二手房
20180826,南山区,前海,前海湾花园,暂无,0套在售二手房
20180826,南山区,前海,前海凯御,暂无,1套在售二手房
20180826,南山区,前海,卓越前海壹号,暂无,0套在售二手房
20180826,南山区,前海,青青山庄,117873元/m2,2套在售二手房
20180826,南山区,前海,月华苑公寓,50353元/m2,4套在售二手房
20180826,南山区,前海,西苑小区,暂无,0套在售二手房
20180826,南山区,前海,海王小区,53019元/m2,1套在售二手房
20180826,南山区,前海,荔湾太子苑,暂无,0套在售二手房
20180826,南山区,前海,西部城建桃李花园,暂无,0套在售二手房
20180826,南山区,前海,中建二局丽香家园,76354元/m2,0套在售二手房
20180826,南山区,前海,赤湾海天楼,暂无,1套在售二手房
20180826,南山区,前海,兆龙公寓,暂无,0套在售二手房
20180826,南山区,前海,前海金融中心,暂无,0套在售二手房
20180826,南山区,前海,丽湾大厦,暂无,0套在售二手房
20180826,南山区,前海,前海嘉里中心,暂无,0套在售二手房
20180826,南山区,前海,北头西苑,暂无,0套在售二手房
20180826,南山区,前海,东滨路4421号,暂无,0套在售二手房
20180826,南山区,前海,振业国际商务中心,暂无,0套在售二手房
20180826,南山区,前海,海景公寓,暂无,0套在售二手房
20180826,南山区,前海,赤湾花园,暂无,0套在售二手房
20180826,南山区,前海,鼎太风华社区商场,暂无,0套在售二手房
