20180826,白云,罗冲围,增槎路高桥大街,2室1厅,76平米,1800
20180826,白云,罗冲围,雅图阁,3室1厅,77平米,2400
20180826,白云,罗冲围,富力桃园,3室2厅,91平米,5800
20180826,白云,罗冲围,佳晟楼,2室1厅,65平米,1500
20180826,白云,罗冲围,富力桃园,3室2厅,91平米,5000
20180826,白云,罗冲围,富力桃园,2室2厅,83平米,4500
20180826,白云,罗冲围,富力桃园,3室2厅,135平米,5500
20180826,白云,罗冲围,富力桃园,3室2厅,100平米,5000
20180826,白云,罗冲围,富力桃园,3室2厅,112平米,5200
20180826,白云,罗冲围,富力桃园,3室2厅,91平米,5000
20180826,白云,罗冲围,富力桃园,3室2厅,98平米,4500.16
20180826,白云,罗冲围,富力桃园,3室2厅,120平米,5500
20180826,白云,罗冲围,富力半岛花园,3室1厅,122平米,8500
20180826,白云,罗冲围,富力半岛花园,2室1厅,59平米,3000
20180826,白云,罗冲围,富力半岛花园,2室2厅,83平米,3600
20180826,白云,罗冲围,富力半岛花园,2室1厅,63平米,3000
20180826,白云,罗冲围,富力半岛花园,2室2厅,69平米,3200
20180826,白云,罗冲围,富力桃园,3室2厅,110平米,4999.5
20180826,白云,罗冲围,富力桃园,4室2厅,145平米,8500
20180826,白云,罗冲围,富力桃园,3室2厅,91平米,4800
20180826,白云,罗冲围,松南小区,2室1厅,73平米,1700
20180826,白云,罗冲围,尚境雅筑,2室1厅,71平米,2800
20180826,白云,罗冲围,校园路,2室1厅,63平米,1800
20180826,白云,罗冲围,西城苑,1室1厅,45平米,1500
20180826,白云,罗冲围,圣雅堡,1室1厅,38平米,1800
20180826,白云,罗冲围,增槎路高桥大街,1室1厅,55平米,900
20180826,白云,罗冲围,增槎路锦翠苑,3室2厅,88平米,3300
20180826,白云,罗冲围,尚境雅筑,2室1厅,63平米,2800
20180826,白云,罗冲围,湛安小区,3室2厅,77平米,2800
20180826,白云,罗冲围,佳星楼,2室1厅,70平米,1600
20180826,白云,罗冲围,富力桃园,5室2厅,176平米,8000
20180826,白云,罗冲围,盈富居,2室1厅,58平米,2600
20180826,白云,罗冲围,富力桃园,4室2厅,145平米,8500
20180826,白云,罗冲围,富力桃园,3室2厅,91平米,4800
20180826,白云,罗冲围,华侨糖厂宿舍,3室1厅,80平米,1800
20180826,白云,罗冲围,致荔楼,3室2厅,82平米,2800
20180826,白云,罗冲围,致荔楼,3室2厅,82平米,2800.3
20180826,白云,罗冲围,松南公安宿舍,3室1厅,73平米,1999.94
20180826,白云,罗冲围,盈富居,2室2厅,82平米,3000
20180826,白云,罗冲围,佳晟楼,2室1厅,49平米,1700
20180826,白云,罗冲围,增槎路,1室1厅,42平米,1000
20180826,白云,罗冲围,松溪花园,2室1厅,58平米,1300
20180826,白云,罗冲围,富力碧涛湾,2室1厅,72平米,3000
20180826,白云,罗冲围,松南小区,2室1厅,56平米,1900
20180826,白云,罗冲围,翠福居,3室1厅,83平米,2800
20180826,白云,罗冲围,增槎路高桥大街,1室1厅,40平米,1200
20180826,白云,罗冲围,西城苑,2室1厅,40平米,1200
20180826,白云,罗冲围,增槎路,1室1厅,40平米,1300
20180826,白云,罗冲围,西城苑,2室1厅,57平米,1300
20180826,白云,罗冲围,尚境雅筑,2室1厅,72平米,3000
20180826,白云,罗冲围,致荔楼,2室1厅,62平米,1700
20180826,白云,罗冲围,华侨糖厂宿舍,3室2厅,70平米,1799.7
20180826,白云,罗冲围,松洲花园,2室2厅,68平米,1600
20180826,白云,罗冲围,富力桃园,2室2厅,81平米,4200
20180826,白云,罗冲围,佳星楼,2室1厅,66平米,1300
20180826,白云,罗冲围,富力碧涛湾,3室2厅,108平米,4500
20180826,白云,罗冲围,圣雅堡,1室1厅,36平米,1800
20180826,白云,罗冲围,尚境雅筑,2室1厅,70平米,3000
20180826,白云,罗冲围,富力半岛花园,2室1厅,71平米,3800
20180826,白云,罗冲围,增槎路,1室1厅,33平米,1000
20180826,白云,罗冲围,富力半岛花园,2室1厅,68平米,3300
20180826,白云,罗冲围,富力桃园,2室1厅,76平米,3500
20180826,白云,罗冲围,富力半岛花园,2室1厅,77平米,3300
20180826,白云,罗冲围,富力桃园,3室2厅,137平米,5300
20180826,白云,罗冲围,富力半岛花园,3室1厅,79平米,3000
20180826,白云,罗冲围,富力半岛花园,2室1厅,65平米,3000
20180826,白云,罗冲围,圣雅堡,1室0厅,35平米,1800
20180826,白云,罗冲围,致荔楼,3室1厅,93平米,3300
20180826,白云,罗冲围,翠福居,3室1厅,83平米,2800
20180826,白云,罗冲围,增槎路高桥大街,1室1厅,40平米,1200
20180826,白云,罗冲围,雅图阁,3室2厅,80平米,2500
20180826,白云,罗冲围,雅图阁,3室1厅,77平米,2400
20180826,白云,罗冲围,富力桃园,3室2厅,131平米,4500
20180826,白云,罗冲围,松南路松鹤街,2室1厅,64平米,2500
20180826,白云,罗冲围,雅图阁,2室1厅,78平米,2200
20180826,白云,罗冲围,富力碧涛湾,2室1厅,108平米,3200
20180826,白云,罗冲围,增槎路松南北街,3室1厅,74平米,1800
20180826,白云,罗冲围,盈富居,3室1厅,93平米,2800
20180826,白云,罗冲围,翠福居,2室1厅,68平米,1900
20180826,白云,罗冲围,佳星楼,2室1厅,68平米,1800
